tweet_id,favorites,retweets,user_followers,user_favourites,date_time
879492040517615616,22084,2915,8773578,146003,2017-06-27 00:10:17+00:00
879415818425184262,99467,40660,8773578,146003,2017-06-26 19:07:24+00:00
879376492567855104,15805,2864,8773578,146003,2017-06-26 16:31:08+00:00
879130579576475649,0,6233,8773578,146003,2017-06-26 00:13:58+00:00
879050749262655488,21201,4300,8773578,146003,2017-06-25 18:56:45+00:00
879008229531029506,17874,2461,8773578,146003,2017-06-25 16:07:47+00:00
878776093423087618,18213,3748,8773578,146003,2017-06-25 00:45:22+00:00
878604707211726852,28353,6516,8773578,146003,2017-06-24 13:24:20+00:00
878404777348136964,0,1179,8773578,146003,2017-06-24 00:09:53+00:00
878316110768087041,0,6109,8773578,146003,2017-06-23 18:17:33+00:00
878281511006478336,7281,1179,8773578,146003,2017-06-23 16:00:04+00:00
878057613040115712,39633,6233,8773578,146003,2017-06-23 01:10:23+00:00
877736472329191424,74601,17386,8773578,146003,2017-06-22 03:54:17+00:00
877611172832227328,0,73,8773578,146003,2017-06-21 19:36:23+00:00
877556246731214848,21389,3495,8773578,146003,2017-06-21 15:58:08+00:00
877316821321428993,25801,4774,8773578,146003,2017-06-21 00:06:44+00:00
877201837425926144,25510,5121,8773578,146003,2017-06-20 16:29:50+00:00
876838120628539392,19494,3062,8773578,146003,2017-06-19 16:24:33+00:00
876537666061221889,22263,4304,8773578,146003,2017-06-18 20:30:39+00:00
876484053909872640,17689,2180,8773578,146003,2017-06-18 16:57:37+00:00
876120275196170240,26372,4294,8773578,146003,2017-06-17 16:52:05+00:00
875747767867523072,23712,3922,8773578,146003,2017-06-16 16:11:53+00:00
875144289856114688,20659,4513,8773578,146003,2017-06-15 00:13:52+00:00
875097192612077568,25874,5594,8773578,146003,2017-06-14 21:06:43+00:00
875021211251597312,24041,4344,8773578,146003,2017-06-14 16:04:48+00:00
874680097055178752,26229,4264,8773578,146003,2017-06-13 17:29:20+00:00
874434818259525634,0,13383,8773578,146003,2017-06-13 01:14:41+00:00
874296783580663808,24586,3780,8773578,146003,2017-06-12 16:06:11+00:00
874057562936811520,21444,3668,8773578,146003,2017-06-12 00:15:36+00:00
874012996292530176,32380,9451,8773578,146003,2017-06-11 21:18:31+00:00
873580283840344065,22870,3626,8773578,146003,2017-06-10 16:39:04+00:00
873337748698140672,0,1473,8773578,146003,2017-06-10 00:35:19+00:00
873213775632977920,6771,1473,8773578,146003,2017-06-09 16:22:42+00:00
872967104147763200,25795,5001,8773578,146003,2017-06-09 00:02:31+00:00
872820683541237760,13934,3436,8773579,146003,2017-06-08 14:20:41+00:00
872620804844003328,19580,3368,8773579,146003,2017-06-08 01:06:27+00:00
872486979161796608,38547,8348,8773579,146003,2017-06-07 16:14:40+00:00
872122724285648897,32489,7487,8773579,146003,2017-06-06 16:07:15+00:00
871879754684805121,35582,10174,8773579,146003,2017-06-06 00:01:46+00:00
871762521631449091,19153,3233,8773579,146003,2017-06-05 16:15:56+00:00
871515927908634625,19118,3222,8773579,146003,2017-06-04 23:56:03+00:00
871166179821445120,0,5290,8773579,146003,2017-06-04 00:46:17+00:00
871102520638267392,19826,5114,8773579,146003,2017-06-03 20:33:19+00:00
871032628920680449,21562,3550,8773579,146003,2017-06-03 15:55:36+00:00
870804317367881728,31893,5741,8773579,146003,2017-06-03 00:48:22+00:00
870726314365509632,114,3,8773579,146003,2017-06-02 19:38:25+00:00
870656317836468226,11735,2454,8773579,146003,2017-06-02 15:00:16+00:00
870374049280663552,78718,24596,8773579,146003,2017-06-01 20:18:38+00:00
870308999962521604,20811,3864,8773579,146003,2017-06-01 16:00:09+00:00
870063196459192321,34685,7737,8773579,146003,2017-05-31 23:43:25+00:00
869772420881756160,40393,9406,8773579,146003,2017-05-31 04:27:59+00:00
869702957897576449,26848,5871,8773579,146003,2017-05-30 23:51:58+00:00
869596645499047938,15175,2909,8773579,146003,2017-05-30 16:49:31+00:00
869227993411051520,19416,3525,8773579,146003,2017-05-29 16:24:37+00:00
868880397819494401,62214,13464,8773579,146003,2017-05-28 17:23:24+00:00
868639477480148993,0,1938,8773579,146003,2017-05-28 01:26:04+00:00
868622495443632128,25409,4950,8773579,146003,2017-05-28 00:18:35+00:00
868552278524837888,9605,1938,8773579,146003,2017-05-27 19:39:34+00:00
867900495410671616,23055,3910,8773579,146003,2017-05-26 00:29:37+00:00
867774946302451713,32381,6877,8773579,146003,2017-05-25 16:10:44+00:00
867421006826221569,15339,2330,8773579,146003,2017-05-24 16:44:18+00:00
867072653475098625,0,112,8773579,146003,2017-05-23 17:40:04+00:00
867051520902168576,30732,7383,8773579,146003,2017-05-23 16:16:06+00:00
866720684873056260,19126,4492,8773579,146003,2017-05-22 18:21:28+00:00
866686824827068416,18416,3274,8773579,146003,2017-05-22 16:06:55+00:00
866450705531457537,116666,33045,8773579,146003,2017-05-22 00:28:40+00:00
866334964761202691,50065,13383,8773579,146003,2017-05-21 16:48:45+00:00
866094527597207552,0,7868,8773579,146003,2017-05-21 00:53:21+00:00
865718153858494464,24520,5282,8773579,146003,2017-05-19 23:57:46+00:00
865359393868664832,25306,4708,8773579,146003,2017-05-19 00:12:11+00:00
865006731092295680,26799,7238,8773579,146003,2017-05-18 00:50:50+00:00
864873206498414592,30892,8181,8773579,146003,2017-05-17 16:00:15+00:00
864279568663928832,13956,2844,8773579,146003,2017-05-16 00:41:21+00:00
864197398364647424,28734,8334,8773579,146003,2017-05-15 19:14:50+00:00
863907417377173506,19732,3901,8773579,146003,2017-05-15 00:02:33+00:00
863553081350529029,14636,3950,8773579,146003,2017-05-14 00:34:33+00:00
863471782782697472,0,2293,8773579,146003,2017-05-13 19:11:30+00:00
863432100342583297,22798,4949,8773579,146003,2017-05-13 16:33:49+00:00
863427515083354112,2115,91,8773579,146003,2017-05-13 16:15:35+00:00
863079547188785154,8428,1048,8773579,146003,2017-05-12 17:12:53+00:00
863062471531167744,8118,2293,8773579,146003,2017-05-12 16:05:02+00:00
862831371563274240,18417,4861,8773579,146003,2017-05-12 00:46:44+00:00
862722525377298433,16413,3344,8773579,146003,2017-05-11 17:34:13+00:00
862457590147678208,19642,4662,8773579,146003,2017-05-11 00:01:27+00:00
862096992088072192,71279,21911,8773579,146003,2017-05-10 00:08:34+00:00
861383897657036800,34681,10144,8773579,146003,2017-05-08 00:54:59+00:00
861288531465048066,16498,3921,8773579,146003,2017-05-07 18:36:02+00:00
861005113778896900,16065,3616,8773578,146003,2017-05-06 23:49:50+00:00
860981674716409858,0,2037,8773578,146003,2017-05-06 22:16:42+00:00
860924035999428608,0,761,8773578,146003,2017-05-06 18:27:40+00:00
860563773140209665,7207,2037,8773578,146003,2017-05-05 18:36:06+00:00
860524505164394496,22744,5045,8773578,146003,2017-05-05 16:00:04+00:00
860276583193509888,17701,3330,8773578,146003,2017-05-04 23:34:55+00:00
860184849394610176,16080,5559,8773578,146003,2017-05-04 17:30:24+00:00
860177593139703809,0,29405,8773578,146003,2017-05-04 17:01:34+00:00
859924526012018688,18867,3901,8773578,146003,2017-05-04 00:15:58+00:00
859851578198683649,14876,3341,8773578,146003,2017-05-03 19:26:06+00:00
859607811541651456,17959,1488,8773578,146003,2017-05-03 03:17:27+00:00
859196978902773760,86598,28719,8773578,146003,2017-05-02 00:04:57+00:00
859074603037188101,32642,13001,8773578,146003,2017-05-01 15:58:40+00:00
858860390427611136,0,7746,8773578,146003,2017-05-01 01:47:28+00:00
858843525470990336,15051,3326,8773578,146003,2017-05-01 00:40:27+00:00
858471635011153920,20784,4638,8773578,146003,2017-04-30 00:02:42+00:00
858107933456039936,15236,2779,8773578,146003,2017-04-28 23:57:28+00:00
857989990357356544,15575,2481,8773578,146003,2017-04-28 16:08:49+00:00
857746408056729600,33156,10175,8773578,146003,2017-04-28 00:00:54+00:00
857393404942143489,5708,1573,8773578,146003,2017-04-27 00:38:11+00:00
857263160327368704,19427,4330,8773578,146003,2017-04-26 16:00:39+00:00
857214891891077121,219,17,8773578,146003,2017-04-26 12:48:51+00:00
857062103051644929,0,164,8773578,146003,2017-04-26 02:41:43+00:00
857029823797047296,18297,3823,8773578,146003,2017-04-26 00:33:27+00:00
856543823941562368,15848,2773,8773578,146003,2017-04-24 16:22:16+00:00
856526610513747968,11526,1803,8773578,146003,2017-04-24 15:13:52+00:00
856330835276025856,0,646,8773578,146003,2017-04-24 02:15:55+00:00
856288084350160898,500,15,8773578,146003,2017-04-23 23:26:03+00:00
856282028240666624,26961,6052,8773578,146003,2017-04-23 23:01:59+00:00
855862651834028034,329,25,8773578,146003,2017-04-22 19:15:32+00:00
855860136149123072,4788,941,8773578,146003,2017-04-22 19:05:32+00:00
855857698524602368,11547,2039,8773578,146003,2017-04-22 18:55:51+00:00
855851453814013952,44490,17385,8773578,146003,2017-04-22 18:31:02+00:00
855818117272018944,25957,5238,8773578,146003,2017-04-22 16:18:34+00:00
855459453768019968,29062,7942,8773578,146003,2017-04-21 16:33:22+00:00
855245323840757760,0,5763,8773578,146003,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8773578,146003,2017-04-20 19:16:59+00:00
854732716440526848,22206,5875,8773578,146003,2017-04-19 16:25:34+00:00
854482394044301312,28613,6663,8773578,146003,2017-04-18 23:50:52+00:00
854365224396361728,18448,4543,8773578,146003,2017-04-18 16:05:17+00:00
854120357044912130,31271,7252,8773578,146003,2017-04-17 23:52:16+00:00
854010172552949760,15880,3058,8773578,146003,2017-04-17 16:34:26+00:00
853760880890318849,27973,5578,8773578,146003,2017-04-17 00:03:50+00:00
853639147608842240,33967,9771,8773578,146003,2017-04-16 16:00:07+00:00
853299958564483072,15179,3461,8773578,146003,2017-04-15 17:32:18+00:00
852936405516943360,0,1945,8773578,146003,2017-04-14 17:27:40+00:00
852912242202992640,8866,1769,8773578,146003,2017-04-14 15:51:39+00:00
852672615818899456,14639,2105,8773578,146003,2017-04-13 23:59:28+00:00
852553447878664193,16014,3385,8773578,146003,2017-04-13 16:05:56+00:00
852311364735569921,32572,9714,8773578,146003,2017-04-13 00:03:59+00:00
852226086759018497,19626,6688,8773578,146003,2017-04-12 18:25:07+00:00
852189679701164033,11271,1554,8773578,146003,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8773578,146003,2017-04-11 18:15:55+00:00
851591660324737024,16021,3406,8773578,146003,2017-04-11 00:24:08+00:00
851464819735769094,23889,6910,8773578,146003,2017-04-10 16:00:07+00:00
851224888060895234,20372,5620,8773578,146003,2017-04-10 00:06:42+00:00
850753642995093505,30358,8963,8773578,146003,2017-04-08 16:54:09+00:00
850380195714523136,12916,2563,8773578,146003,2017-04-07 16:10:12+00:00
850333567704068097,3411,321,8773578,146003,2017-04-07 13:04:55+00:00
850145622816686080,16120,3724,8772898,146002,2017-04-07 00:38:06+00:00
850019790995546112,20147,4789,8773578,146003,2017-04-06 16:18:05+00:00
849776966551130114,30054,7466,8773578,146003,2017-04-06 00:13:11+00:00
849668094696017920,0,4874,8773578,146003,2017-04-05 17:00:34+00:00
849412302885593088,15681,3106,8773578,146003,2017-04-05 00:04:08+00:00
849336543269576704,11291,1869,8773578,146003,2017-04-04 19:03:06+00:00
849051919805034497,41856,8348,8773578,146003,2017-04-04 00:12:06+00:00
848690551926992896,24925,4254,8773578,146003,2017-04-03 00:16:10+00:00
848324959059550208,24453,4544,8773578,146003,2017-04-02 00:03:26+00:00
848213670039564288,8089,721,8773578,146003,2017-04-01 16:41:12+00:00
848212111729840128,16157,2997,8773579,146003,2017-04-01 16:35:01+00:00
847978865427394560,0,3215,8773579,146003,2017-04-01 01:08:10+00:00
847971574464610304,0,426,8773579,146003,2017-04-01 00:39:12+00:00
847962785489326080,23286,5014,8773579,146003,2017-04-01 00:04:17+00:00
847842811428974592,5396,1316,8773579,146003,2017-03-31 16:07:33+00:00
847617282490613760,6929,410,8773579,146003,2017-03-31 01:11:22+00:00
847606175596138505,18606,3384,8773579,146003,2017-03-31 00:27:14+00:00
847251039262605312,20335,4264,8773579,146003,2017-03-30 00:56:03+00:00
847157206088847362,19722,5779,8773579,146003,2017-03-29 18:43:12+00:00
847116187444137987,21299,3142,8773579,146003,2017-03-29 16:00:12+00:00
846874817362120707,19935,3885,8773579,146003,2017-03-29 00:01:05+00:00
846514051647705089,44285,11435,8773579,146003,2017-03-28 00:07:32+00:00
846505985330044928,14009,3041,8773579,146003,2017-03-27 23:35:28+00:00
846153765933735936,31410,8954,8773579,146003,2017-03-27 00:15:53+00:00
846139713627017216,30835,9915,8773579,146003,2017-03-26 23:20:02+00:00
846042936437604353,15885,2834,8773579,146003,2017-03-26 16:55:29+00:00
845812042753855489,29048,8622,8773579,146003,2017-03-26 01:38:00+00:00
845677943972139009,25041,4750,8773579,146003,2017-03-25 16:45:08+00:00
845397057150107648,7595,1790,8773579,146003,2017-03-24 22:08:59+00:00
845306882940190720,23216,5344,8773579,146003,2017-03-24 16:10:40+00:00
845098359547420673,0,7585,8773579,146003,2017-03-24 02:22:04+00:00
844979544864018432,13562,2537,8773579,146003,2017-03-23 18:29:57+00:00
844973813909606400,15005,3165,8773579,146003,2017-03-23 18:07:10+00:00
844580511645339650,16393,3100,8773579,146003,2017-03-22 16:04:20+00:00
844223788422217728,13591,2183,8773579,146003,2017-03-21 16:26:50+00:00
843981021012017153,15122,2925,8773579,146003,2017-03-21 00:22:10+00:00
843856843873095681,21391,4588,8773579,146003,2017-03-20 16:08:44+00:00
843604394117681152,16828,2728,8773579,146003,2017-03-19 23:25:35+00:00
843235543001513987,21454,5989,8773579,146003,2017-03-18 22:59:54+00:00
842846295480000512,15241,3621,8773579,146003,2017-03-17 21:13:10+00:00
842765311967449089,6713,1277,8773579,146003,2017-03-17 15:51:22+00:00
842535590457499648,18055,3487,8773580,146003,2017-03-17 00:38:32+00:00
842163532590374912,24415,5764,8773580,146003,2017-03-16 00:00:07+00:00
842115215311396866,13955,3018,8773580,146003,2017-03-15 20:48:07+00:00
841833993020538882,0,15035,8773580,146003,2017-03-15 02:10:39+00:00
841680585030541313,25681,7779,8773580,146003,2017-03-14 16:01:03+00:00
841439858740625411,12635,3675,8773580,146003,2017-03-14 00:04:30+00:00
841320156043304961,19777,5484,8773580,146003,2017-03-13 16:08:50+00:00
841314665196081154,15824,4640,8773580,146003,2017-03-13 15:47:01+00:00
841077006473256960,22857,5291,8773580,146003,2017-03-13 00:02:39+00:00
840761248237133825,0,1764,8773580,146003,2017-03-12 03:07:56+00:00
840728873075638272,0,16104,8773580,146003,2017-03-12 00:59:17+00:00
840698636975636481,174,2,8773580,146003,2017-03-11 22:59:09+00:00
840696689258311684,12289,972,8773580,146003,2017-03-11 22:51:24+00:00
840632337062862849,9008,1764,8773580,146003,2017-03-11 18:35:42+00:00
840370681858686976,16458,4535,8773580,146003,2017-03-11 01:15:58+00:00
840268004936019968,19267,5726,8773580,146003,2017-03-10 18:27:58+00:00
839990271299457024,13423,2275,8773580,146003,2017-03-10 00:04:21+00:00
839549326359670784,27495,7746,8773581,146003,2017-03-08 18:52:12+00:00
839290600511926273,0,144,8773581,146003,2017-03-08 01:44:07+00:00
839239871831150596,27145,6530,8773581,146003,2017-03-07 22:22:32+00:00
838952994649550848,19681,4005,8773581,146003,2017-03-07 03:22:35+00:00
838921590096166913,11185,2066,8773581,146003,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8773581,146003,2017-03-07 00:57:32+00:00
838831947270979586,0,11009,8773581,146003,2017-03-06 19:21:35+00:00
838561493054533637,10960,1338,8773582,146003,2017-03-06 01:26:54+00:00
838476387338051585,22544,4776,8773582,146003,2017-03-05 19:48:43+00:00
838201503651401729,0,10075,8773582,146003,2017-03-05 01:36:26+00:00
838150277551247360,1675,332,8773582,146003,2017-03-04 22:12:52+00:00
838085839343206401,139,1,8773582,146003,2017-03-04 17:56:49+00:00
838083903487373313,17667,3138,8773582,146003,2017-03-04 17:49:08+00:00
837820167694528512,34223,7868,8773582,146003,2017-03-04 00:21:08+00:00
837482249356513284,3855,443,8773582,146003,2017-03-03 01:58:22+00:00
837471256429613056,12842,2278,8773582,146003,2017-03-03 01:14:41+00:00
837110210464448512,16120,2370,8773582,146003,2017-03-02 01:20:01+00:00
836989968035819520,12812,2293,8773582,146003,2017-03-01 17:22:13+00:00
836753516572119041,19380,4653,8773580,146003,2017-03-01 01:42:39+00:00
836677758902222849,12647,2232,8773580,146003,2017-02-28 20:41:37+00:00
836648853927522308,0,556,8773580,146003,2017-02-28 18:46:45+00:00
836397794269200385,0,27591,8773580,146003,2017-02-28 02:09:08+00:00
836380477523124226,14820,2999,8773580,146003,2017-02-28 01:00:19+00:00
836260088725786625,21390,4314,8773580,146003,2017-02-27 17:01:56+00:00
836001077879255040,19158,4280,8773580,146003,2017-02-26 23:52:43+00:00
835685285446955009,0,8164,8773580,146003,2017-02-26 02:57:52+00:00
835574547218894849,17871,3637,8773580,146003,2017-02-25 19:37:50+00:00
835536468978302976,0,1706,8773580,146003,2017-02-25 17:06:32+00:00
835309094223372289,0,21041,8773580,146003,2017-02-25 02:03:02+00:00
835297930240217089,16553,3029,8773580,146003,2017-02-25 01:18:40+00:00
835264098648616962,7779,1706,8773580,146003,2017-02-24 23:04:14+00:00
835246439529840640,2113,73,8773580,146003,2017-02-24 21:54:03+00:00
835172783151792128,26285,5793,8773580,146003,2017-02-24 17:01:22+00:00
835152434251116546,22513,3033,8773580,146003,2017-02-24 15:40:31+00:00
834931633769889797,10861,1651,8773580,146003,2017-02-24 01:03:08+00:00
834786237630337024,21445,5525,8773580,146003,2017-02-23 15:25:23+00:00
834574053763584002,13742,2556,8773580,146003,2017-02-23 01:22:14+00:00
834477809192075265,0,10710,8773580,146003,2017-02-22 18:59:48+00:00
834458053273591808,9673,1694,8773580,146003,2017-02-22 17:41:18+00:00
834209720923721728,20718,4779,8773580,146003,2017-02-22 01:14:30+00:00
834167344700198914,15914,3682,8773580,146003,2017-02-21 22:26:07+00:00
834089966724603904,10108,2149,8773580,146003,2017-02-21 17:18:39+00:00
834086379323871233,13146,2222,8773580,146003,2017-02-21 17:04:24+00:00
833863086058651648,13496,2421,8773580,146003,2017-02-21 02:17:06+00:00
833826103416520705,18153,3799,8773580,146003,2017-02-20 23:50:09+00:00
833732339549220864,0,222,8773580,146003,2017-02-20 17:37:34+00:00
833722901757046785,20924,3244,8773580,146003,2017-02-20 17:00:04+00:00
833479644947025920,14933,2062,8773580,146003,2017-02-20 00:53:27+00:00
833124694597443584,20332,4874,8773580,146003,2017-02-19 01:23:00+00:00
832998151111966721,13354,2217,8773580,146003,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8773580,146003,2017-02-18 01:50:19+00:00
832757312314028032,16964,3654,8773580,146003,2017-02-18 01:03:09+00:00
832682457690300417,11968,2938,8773580,146003,2017-02-17 20:05:43+00:00
832645525019123713,2954,535,8773580,146003,2017-02-17 17:38:57+00:00
832636094638288896,15964,2814,8773580,146003,2017-02-17 17:01:29+00:00
832397543355072512,12043,2234,8773580,146003,2017-02-17 01:13:34+00:00
832369877331693569,17302,3215,8773580,146003,2017-02-16 23:23:38+00:00
832273440279240704,11429,2356,8773580,146003,2017-02-16 17:00:25+00:00
832215909146226688,0,6250,8773580,146003,2017-02-16 13:11:49+00:00
832215726631055365,0,9410,8773580,146003,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8773580,146003,2017-02-16 04:45:50+00:00
832040443403784192,0,9699,8773580,146003,2017-02-16 01:34:34+00:00
832032802820481025,18005,4699,8773580,146003,2017-02-16 01:04:13+00:00
831939777352105988,24195,6189,8773580,146003,2017-02-15 18:54:34+00:00
831926988323639298,338,34,8773581,146003,2017-02-15 18:03:45+00:00
831911600680497154,27820,6561,8773581,146003,2017-02-15 17:02:36+00:00
831670449226514432,10534,1840,8773581,146003,2017-02-15 01:04:21+00:00
831650051525054464,7209,1945,8773581,146003,2017-02-14 23:43:18+00:00
831552930092285952,9043,2332,8773581,146003,2017-02-14 17:17:22+00:00
831322785565769729,9351,1564,8773581,146003,2017-02-14 02:02:51+00:00
831315979191906304,6598,1133,8773581,146003,2017-02-14 01:35:49+00:00
831309418084069378,11853,2483,8773581,146003,2017-02-14 01:09:44+00:00
831262627380748289,12011,2066,8773581,146003,2017-02-13 22:03:49+00:00
830956169170665475,8047,1511,8773581,146003,2017-02-13 01:46:03+00:00
830583320585068544,67412,16941,8773581,146003,2017-02-12 01:04:29+00:00
830173239259324417,0,5737,8773581,146003,2017-02-10 21:54:58+00:00
830097400375152640,9892,2980,8773581,146003,2017-02-10 16:53:37+00:00
829878982036299777,0,5078,8773581,146003,2017-02-10 02:25:42+00:00
829861396166877184,12334,1970,8773581,146003,2017-02-10 01:15:49+00:00
829501995190984704,32048,10710,8773581,146003,2017-02-09 01:27:41+00:00
829449946868879360,10552,2045,8773581,146003,2017-02-08 22:00:52+00:00
829141528400556032,24628,7436,8773581,146003,2017-02-08 01:35:19+00:00
829011960981237760,53595,16467,8773581,146003,2017-02-07 17:00:28+00:00
828801551087042563,0,3451,8773581,146003,2017-02-07 03:04:22+00:00
828770345708580865,25820,5932,8773581,146003,2017-02-07 01:00:22+00:00
828708714936930305,36859,11300,8773581,146003,2017-02-06 20:55:28+00:00
828650029636317184,9605,1364,8773581,146003,2017-02-06 17:02:17+00:00
828409743546925057,6410,1177,8773581,146003,2017-02-06 01:07:28+00:00
828408677031882754,7747,1305,8773581,146003,2017-02-06 01:03:14+00:00
828381636999917570,12711,2236,8773581,146003,2017-02-05 23:15:47+00:00
828376505180889089,7453,1083,8773581,146003,2017-02-05 22:55:23+00:00
828372645993398273,12674,2975,8773581,146003,2017-02-05 22:40:03+00:00
828361771580813312,2216,173,8773581,146003,2017-02-05 21:56:51+00:00
828046555563323392,11878,2907,8773581,146003,2017-02-05 01:04:17+00:00
828011680017821696,10455,2170,8773581,146003,2017-02-04 22:45:42+00:00
827933404142436356,20314,5310,8773581,146003,2017-02-04 17:34:40+00:00
827653905312006145,15663,3052,8773581,146003,2017-02-03 23:04:02+00:00
827600520311402496,7520,955,8773581,146003,2017-02-03 19:31:54+00:00
827324948884643840,16031,3097,8773581,146003,2017-02-03 01:16:53+00:00
827199976799354881,10694,2249,8773581,146003,2017-02-02 17:00:17+00:00
826958653328592898,21821,5078,8773581,146003,2017-02-02 01:01:21+00:00
826848821049180160,36780,10302,8773581,146003,2017-02-01 17:44:55+00:00
826615380357632002,0,4035,8773580,146003,2017-02-01 02:17:19+00:00
826598799820865537,5169,257,8773580,146003,2017-02-01 01:11:25+00:00
826598365270007810,10158,2376,8773580,146003,2017-02-01 01:09:42+00:00
826476773533745153,18624,4248,8773580,146003,2017-01-31 17:06:32+00:00
826240494070030336,13451,2643,8773580,146003,2017-01-31 01:27:39+00:00
826204788643753985,4929,936,8773580,146003,2017-01-30 23:05:46+00:00
826115272272650244,15840,3177,8773580,146003,2017-01-30 17:10:04+00:00
825876512159186944,10595,1898,8773580,146003,2017-01-30 01:21:19+00:00
825829644528148480,12874,2522,8773581,146003,2017-01-29 22:15:05+00:00
